Row ID,WC,Narrativity_Overall,Narrativity_Staging,Narrativity_PlotProg,Narrativity_CogTension,Staging_1,Staging_2,Staging_3,Staging_4,Staging_5,PlotProg_1,PlotProg_2,PlotProg_3,PlotProg_4,PlotProg_5,CogTension_1,CogTension_2,CogTension_3,CogTension_4,CogTension_5
2751,25316,39.26,63.99,51.72,2.06,100,83.83,0,67.06,0,0,58.82,46.71,53.97,100,49.93,100,44.44,0,41.67
2752,15662,-0.57,-37.86,-47.21,83.35,0,34.42,82.78,69.31,100,100,69.83,4.77,0,65.13,29.98,99.96,100,50,0
2753,20171,47.06,76.03,32.6,32.56,100,53.51,73.33,61.44,0,44.01,69.73,71.65,100,0,77.22,54.55,100,68.18,0
2754,16080,48.75,76.29,27.46,42.5,100,0,16.85,65.17,35.96,17.53,100,70.13,0,44.16,15.63,100,53.13,0,13.54
2755,21973,-8.55,51.92,-40.18,-37.38,95.65,82.05,0,100,18.4,100,63.5,0,47.57,52.57,64.25,40.45,0,92.86,100
2756,16948,33.92,2.05,13.3,86.42,23.42,59.77,3.42,100,0,65.68,77.84,100,42.2,0,28.99,100,95.16,59.73,0
2757,2391,21.78,-42.27,39.34,68.26,0,56.58,100,72.09,34.87,2.16,9.76,100,43.9,0,0,18.38,100,63.73,18.38
2758,17022,49.66,8.5,47.98,92.49,24.18,100,43.34,0,96.61,3.3,29.32,59.59,100,0,0,100,92.7,77.88,11.2
2759,422,24.16,88.98,32.88,-49.38,100,54.59,57.43,34.46,0,39.45,39.45,100,93.33,0,49.41,0,50,50,100
2760,27191,1.87,1.59,-8.88,12.9,18.07,0,100,47.62,59.52,75.74,100,16.64,49.35,0,80.39,100,25.87,50.35,0
2761,17595,-13.17,3.15,-20.59,-22.06,30.77,29.23,87.69,100,0,38.03,0,40.85,22.54,100,0,0,34.29,62.86,100
2762,17224,38.82,88.77,67.28,-39.59,100,73.47,0,16.33,4.55,0,52.44,100,54.88,67.38,100,47.35,9.54,8.58,0
2763,14828,2.9,-38.02,14.95,31.77,0,45.05,49.34,100,66.74,1.2,19.37,89.48,0,100,11.09,11.09,100,3.71,0
2764,17001,15.75,-7.49,-15.23,69.98,13.95,0,66.98,100,66.04,80.97,0,100,67.92,90.57,42.56,74.07,83.33,100,0
2765,1308,48.56,91.21,67.6,-13.13,100,62.05,26.81,0,54.42,0,10.99,65.94,100,77.94,33.33,100,0,0,66.92
2766,23681,23.39,-48.48,62.34,56.32,0,59.47,100,85.86,94.35,0,49.56,57.32,100,28.23,0,94.45,50.03,100,72.24
2767,16226,22.43,24.92,30.98,11.38,41.73,21,100,0,2,0,73.98,0.25,100,89.16,4.09,100,0,75,100
2768,18449,-2.68,41.73,-18.48,-31.28,66.67,78.95,0,100,86.04,88.06,50.75,100,0,8.99,0,42.83,0,0,100
2769,17195,23.68,83.87,41.03,-53.88,100,14.91,42.98,21.93,0,41.8,67.2,100,84.66,0,41.82,0,41.82,45.45,100
2770,432,49.01,57.69,80.91,8.43,82.73,100,69.88,0,87.35,0,61.08,100,75.28,38.21,0,0,100,50,100
2771,17878,-19.77,-17.82,1.88,-43.35,0,65.18,3.22,100,42.85,4.59,43.64,6.94,0,100,40.73,13.46,54.36,0,100
2772,16906,11.07,83.48,-16.37,-33.9,100,42.65,58.96,43.91,0,75.4,100,50,0,14.86,36.89,18.52,66.67,0,100
2773,38259,-0.4,-13.42,-21.41,33.63,0,92.7,16.21,33.71,100,84.57,0,100,1.06,9.14,42.5,97.5,100,0,22.56
2774,15554,50.18,74.09,53.31,23.14,100,30.99,24.32,68.09,0,0,34.62,100,58.97,98.89,0,43.59,100,38.46,97.51
2775,3005,-8.93,6.25,-36.2,3.15,16.28,55.81,0,62.79,100,100,43.48,47.83,34.78,0,100,83.33,33.33,66.67,0
2776,9304,-24.35,-24.38,-38.76,-9.91,12.65,78.83,100,81.47,0,61.49,37.03,1.32,0,100,38.1,100,0,22.22,68.35
2777,586,28.96,22.52,62.88,1.46,58.47,100,0,100,0,0,16.13,42.34,84.27,100,19.66,100,0,40,80
2778,53,,,,
2779,24104,54.33,60.41,51.63,50.95,100,77.75,76.35,98.61,0,0,57.84,100,34.49,65.9,16.63,100,23.77,71.42,0
2780,416,-0.52,62.08,-16.94,-46.72,71.27,100,60,0,13.33,62.23,18.18,0,100,72.73,82.14,83.33,33.33,0,100
2781,28934,4.42,27.93,23.37,-38.05,52.29,63.51,100,72.87,0,15.92,100,8.5,35.7,0,100,0,2.63,42.11,2.68
2782,21670,-6.97,-39.4,-16.76,35.25,0,90.48,100,80.42,20.11,92.54,100,26.12,50.75,0,16.67,100,5.56,30.56,0
2783,17640,-7.32,-21.46,-21.86,21.36,0,100,67.21,13.11,55.74,94.64,100,75,0,50,63.83,95.74,100,0,19.15
2784,17120,7.15,62.97,-11.66,-29.86,100,46.48,92.96,0,81.69,41.67,77.56,0,17.31,100,34.29,82.86,0,10,100
2785,22171,-6.86,-12,24.84,-33.43,14.51,48.86,50,100,0,14.04,0,54.8,68.93,100,48.83,0,64.44,71.11,100
2786,19585,1.23,-38.35,72.3,-30.25,0,79.75,65.82,81.01,100,0,31.17,44.59,81.82,100,9.09,43.18,22.73,0,100
2787,308,-6.58,-43.66,46.5,-22.57,0,94.72,94.72,100,61.49,0,100,50,27.87,2.46,98.39,49.19,0,100,50
2788,1249,38.15,83.77,9.8,20.88,100,81.72,26.87,42.11,0,14.29,0,100,14.29,87.38,100,100,66.53,66.53,0
2789,27112,-0.62,-8.71,-1.62,8.47,11.07,45.35,100,2.86,0,62.76,100,0,68.06,23.12,26.89,100,0,61.58,69.28
2790,2630,32.24,92.16,-36.72,41.28,100,67.69,0,6.15,33.85,100,94.12,33.33,0,43.14,12.5,0,100,50,12.5
2791,2432,34.82,57.34,22.82,24.32,77.79,14.76,0,100,63.16,2.76,100,0,19.19,22.15,9.94,100,0,5.01,10.03
2792,314,-44.63,-33.14,-43.48,-57.26,0,16.67,100,83.33,53.76,100,66.67,0,33.33,73.12,100,40,20,0,41.61
2793,902,7.37,5.74,1.13,15.25,21.54,100,0,45.08,90.16,43.25,0,100,25.44,13.01,39.78,0,100,40,20
2794,502,30.35,56.72,59.41,-25.06,83.95,48.59,100,0,42.86,0,100,65,55.82,37.45,33,0,33.33,100,100
2795,32119,26.47,66.29,4.86,8.26,77.22,0,53.84,70.49,100,49.46,0,100,70.65,56.66,31.43,0,45.71,100,58.13
2796,23454,32.29,76.01,-28.3,49.17,87.27,100,47.88,0,32.81,100,0,19.9,90.58,14.75,0,58.33,100,25,50.13
2797,15540,-10.27,63.68,-41.59,-52.89,100,94.48,79.14,87.73,0,100,0,34.07,50.37,45.93,89.66,0,27.59,82.76,100
2798,2679,1.9,57.93,-35.19,-17.02,78.95,100,89.47,0,17.06,100,0,23.08,80.77,50.52,66.67,0,33.33,100,53.57
2799,17678,18.03,-2.57,13.26,43.4,34.06,100,88.53,96.07,0,45.93,100,14.52,70.89,0,3.75,65.27,3.75,100,0
2800,323,22.88,52.32,43.94,-27.62,66.67,100,0,21.09,54.95,0,22.22,100,34.72,0.87,49.23,0,49.23,100,100
2801,20150,-26.53,-8.94,-4.67,-65.97,9.82,0,84.82,71.43,100,8.06,27.42,9.68,0,100,25,16.67,0,16.67,100
2802,16722,35.65,36.94,6.36,63.66,71.12,80.1,96.41,100,0,86.03,82.38,76.64,100,0,38.27,100,59.62,46.84,0
2803,15273,34.53,79.95,-15.19,38.84,100,25.04,62.52,13.26,0,57.8,86.96,32.81,0,100,47.79,65.19,100,13.06,0
2804,6142,3.75,-10.57,-12.98,34.81,5.15,100,33.9,0,40.68,72.61,0,100,38.81,31.16,9.76,39.73,100,0,20
2805,407,-9.58,47.36,-21.19,-54.91,79.41,0,100,3.53,51.76,64.63,15.24,0,100,100,100,0,0,25.31,25.31
2806,16658,-20.4,-33.55,-29.94,2.3,0,21.15,100,78.13,42.54,100,86.69,12.7,38.87,0,100,91.3,47.81,40.6,0
2807,845,-24.77,-24.85,-16.09,-33.36,0,100,43.75,37.5,6.25,92.31,0,100,76.92,53.85,33.33,0,66.67,33.33,100
2808,33275,21.79,63.47,2.74,-0.84,100,0,79.03,85.48,58.06,37.7,19.67,100,0,19.67,28.57,100,64.29,0,92.86
2809,22042,25.31,50.48,13.78,11.67,82.23,60.55,63.86,100,0,70.95,55.93,100,90.74,0,100,82.1,86.35,36.86,0
2810,15663,28.96,88.62,-13.04,11.31,100,84.54,48.46,35.23,0,32.51,9.29,0,72.12,100,79.55,41.8,34.66,100,0
2811,16660,-28.45,29.75,-47.03,-68.08,59.95,50.49,100,94.9,0,100,57.31,8.77,17.54,0,100,1.28,5.13,0,52.56
2812,763,28.36,59.04,-7.09,33.13,89.46,0,73.19,100,67.26,49.52,100,24.28,0,63.51,0,100,0,25.41,12.83
2813,16355,65.74,77.28,58.49,61.43,100,80.23,52.91,64.53,0,0,8.15,55.56,100,62.22,24.49,59.18,51.02,100,0
2814,6871,-19.3,29.95,-32.93,-54.92,57.15,100,51.11,77.78,0,100,44.27,76.47,0,72.44,100,0,32.3,29.07,58.13
2815,16307,17.67,53.74,-16.55,15.81,76.66,68.13,100,65.85,0,83.63,100,11.56,41.41,0,51.83,100,0,66.71,18.53
2816,867,21.71,9.35,43,12.78,35.74,100,51.71,64.64,0,0,100,39.4,62.61,93.55,0,66.16,0.19,100,100
2817,16053,42.5,70.17,9.43,47.91,100,62.16,59.1,80.81,0,75.31,100,75.31,58.75,0,30.72,40.98,100,25.67,0
2818,182,,,,
2819,669,-28.3,5.19,-40.24,-49.86,22.22,100,0,44.44,46.53,100,44.44,0,66.67,90.73,49.63,24.81,0,74.44,100
2820,20751,50.81,73.12,13.3,66.02,100,98.1,73.29,65.68,0,71.81,98,100,40.5,0,26.22,31.58,100,84.21,0
2821,3380,39.25,70.93,23.58,23.24,100,0,38.46,61.54,5.77,32.43,100,59.46,5.41,0,0,88.52,40.98,55.74,100
2822,231,,,,
2823,20634,28.97,-28.39,54.08,61.23,0,9.38,100,75,72.16,0,69.65,46.01,100,25.61,7.34,100,36.99,88.88,0
2824,185,,,,
2825,23567,17.79,78.34,-48.35,23.4,100,75.77,81.41,0,11.81,85.21,0,6.57,31.16,100,39.99,0,53.33,100,13.34
2826,878,36.08,91.11,31.46,-14.33,100,59.58,5.7,0,54.2,0,29.54,59.09,30.67,100,100,100,32.69,0,0
2827,22224,-8.39,74.75,-37.35,-62.58,100,41.64,75.46,54.91,0,86.61,30.83,0,71.93,100,100,0,7.5,30,57.54
2828,33319,17.45,78.53,-9.03,-17.15,94.15,100,74.11,29.02,0,100,93.41,62.39,74.8,0,91.3,56.52,0,100,47.91
2829,6247,42.81,95.2,77.13,-43.89,100,26.93,20.57,0,25.14,0,71.96,63.07,100,96.31,74.47,0,75.16,0.63,100
2830,557,30.1,63.04,-28.31,55.56,96.52,0,83.77,83.77,100,92.41,92.41,0,50,100,0,99.11,100,66.67,100
2831,25086,36.95,96.93,-22.37,36.3,100,47.19,22.49,19.85,0,100,92.27,88.01,0,78.07,40.71,100,100,0,20.37
2832,16298,9.68,45.19,11.45,-27.61,76.3,0,94.8,100,51.43,33.24,49.86,0,100,29.8,86.27,0,68.11,100,86.37
2833,20755,-49.68,-36.59,-40.12,-72.33,0,53.73,100,55.22,17.91,82.93,0,21.95,60.16,100,100,6.45,0,0,67.74
2834,758,15.47,48.27,-0.27,-1.6,84.43,62.35,95.47,100,0,79.98,100,43.28,70.53,0,99.34,33.11,33.11,100,0
2835,19579,-10.75,-30.87,-18.55,17.18,0,50,100,46.87,75.74,49.3,35.03,0,69.4,100,0,52.15,42.01,59.39,100
2836,29856,-7.45,73.66,-50.89,-45.11,100,30.17,75.42,0,27.15,100,0,27.36,5.08,26.19,100,0,23.61,24.73,17.98
2837,683,28.03,16,-14.13,82.22,42.25,53.28,64.31,100,0,25.89,25.89,25.89,0,100,0,66.18,99.27,100,100
2838,14854,-0.07,-22.57,-21.35,43.71,0,24.24,20.2,100,60.85,94.62,0,63.44,100,60.38,4.38,4.38,100,26.62,0
2839,1744,-22.3,-30.09,9.58,-46.38,3.89,100,85.58,56.75,0,26.92,100,0,30.77,54.4,71.14,85.36,0,14.23,100
2840,18111,12.18,38.21,0.62,-2.29,65.07,100,32.62,73.05,0,72.86,46.33,100,51.83,0,100,22.68,62.7,80.04,0
2841,15383,39.84,43.88,-6.24,81.88,75,72.52,70.66,100,0,100,97.11,88.46,58.7,0,39.36,100,93.94,63.69,0
2842,19926,8.3,44.51,-12.19,-7.42,70.29,43.08,100,73.85,0,100,79.29,75.56,65.45,0,100,53.21,63.86,36.19,0
2843,400,48.47,42.99,40.53,61.88,61.54,84.62,100,30.77,0,7.69,46.15,38.46,100,0,0,100,33.33,66.67,0
2844,15514,45.28,51.67,39.13,45.03,69.01,57.48,100,36.58,0,0,100,34.35,22.9,9.28,6.67,96.67,100,0,33.41
2845,3506,51.08,38.38,27.37,87.49,47.55,100,22.58,0,6.45,0,5.89,100,14.19,19.73,29.33,88.24,100,58.82,0
2846,16953,13.24,60.33,31.72,-52.34,77.79,83.77,0,2.24,100,40.14,54.06,100,51.52,0,100,12.5,0,27.16,22.99
2847,22261,35.08,45.04,13.53,46.69,86.28,24.52,100,100,0,83.02,100,85.02,94.69,0,3.14,100,38.71,0,3.23
2848,6934,15.29,-12.14,19.69,38.32,6.93,0,90.14,67.03,100,34.68,32.34,39.34,100,0,48.69,100,33.29,46.12,0
2849,1470,-6.28,8.13,9.54,-36.51,37.5,100,50,81.25,0,19.51,100,2.44,0,29.27,90,100,30,0,70
2850,19780,32.82,78.97,-9.62,29.1,100,0,37.63,9.68,58.06,100,91.78,87.67,52.05,0,28.89,17.78,20,100,0
2851,16404,43.03,82.28,45.45,1.37,100,0,33.9,18.64,44.5,25.88,100,67.14,51.86,0,100,72.72,74.99,29.53,0
2852,17051,7.93,88.13,-7.2,-57.13,100,72.18,33.17,41.13,0,91.13,50,60.29,100,0,100,33.35,0,16.67,33.35
2853,17259,28.82,76.05,-32.41,42.82,100,51.69,0,77.97,68.77,100,43.25,55.27,39.89,0,42.39,75.74,33.3,100,0
2854,2028,-5.11,17.43,-23.05,-9.7,36.07,0,76.46,100,42.15,82.66,100,46.04,0,34.77,59.98,100,39.97,0,48.14
2855,593,44.75,48.77,39.44,46.03,66.07,57.58,100,42.77,0,0,41.75,13.92,100,71.93,0,50,100,25.21,50.42
2856,653,-14.03,-35.49,-14.32,7.71,0,100,76.92,63.14,55.38,93.79,99,0,100,84.25,0,19.82,0,100,80.03
2857,1278,34.05,70.89,0.36,30.9,95.8,100,53.85,0,80.03,42.31,100,0,27.38,38.96,0,100,0,0.52,0.52
2858,671,25.84,71.2,-22.76,29.08,100,38.14,88.98,31.78,0,85.65,100,0,50,100,0,60.12,100,40.18,100
2859,15304,10.46,75.89,12.93,-57.44,100,82.76,0,56.9,55.63,48.42,82.11,100,0,7.5,100,44.12,29.41,0,58.89
2860,15783,-32.5,2.88,-39.72,-60.67,36.89,97.26,100,72.05,0,100,57.54,33.27,28.82,0,100,27.25,4.52,0,29.56
2861,19954,-26.32,10.08,-25.63,-63.42,32.2,81.36,100,0,7.19,100,38.05,0,100,38.18,83.21,55.47,0,27.74,100
2862,340,12.21,50.7,-15.75,1.67,90.91,81.82,0,100,27.27,81.82,63.64,100,0,72.73,60,0,100,60,40
2863,17781,27.71,10.26,21.15,51.73,35.98,100,92.38,23.81,0,74.36,100,91.36,92.36,0,76.76,91.3,100,72.46,0
2864,16669,-4.79,73.33,-47.86,-39.84,96.75,0,49.94,49.94,100,100,0,22.5,37.5,60.09,81.21,0,74.96,62.47,100
2865,31198,-13.06,67.04,-47.3,-58.92,70.71,41.96,11.22,0,100,100,57.71,0,2.3,96.31,100,53.85,0,34.63,75.02
2866,16624,32.59,81.6,25.11,-8.95,100,85.71,65.71,0,43.5,44.13,91.78,42.49,100,0,35.68,57.08,99.89,0,100
2867,986,6.12,19.27,-30.46,29.56,52.39,70.59,100,100,0,87.28,100,17.65,0,17.65,39.49,0,100,60,0
2868,16625,-23.48,13.57,-50.94,-33.06,33.99,0,100,80.39,43.14,100,54.69,14.84,0,56.25,73.91,86.96,60.87,0,100
2869,22572,-14.37,25.1,-44.83,-23.39,53.35,66.8,69.23,100,0,100,74.56,0,7.39,0,100,56.23,12.51,37.52,0
2870,5198,31.79,77.57,13.23,4.57,97.14,100,22.67,0,57.34,24.19,100,0,27.66,19.59,53.85,100,0,46.29,30.9
2871,755,9.21,34.49,3.45,-10.31,55.56,77.78,100,55.56,0,87.5,100,62.5,87.5,0,66.67,100,0,66.67,66.67
2872,217,,,,
2873,15124,30.18,87.85,46.88,-44.18,100,25.35,43.66,0,0.13,0,64.71,100,32.35,82.66,49.92,0,59.9,39.94,100
2874,32355,16.58,95.55,-9.93,-35.88,100,69.53,8.98,0,10.94,66.33,100,27.04,16.84,0,100,40.54,0,62.16,35.14
2875,15354,24.25,88.96,45.9,-62.11,100,14.92,25.89,19.72,0,0,89.55,65.3,42.91,100,100,29.03,22.58,0,58.14
2876,530,13.76,76.9,-18.08,-17.55,100,60,0,60,20,100,58.33,91.67,41.67,0,100,75,100,0,50
2877,512,38.05,80.28,17.95,15.93,100,92.77,73.05,0,21.91,26.55,100,37.08,0,9.27,98.79,49.27,100,75,0
2878,248,,,,
2879,20007,10.09,13.04,23.27,-6.04,44.79,70.1,88.61,100,0,64.69,72.85,100,86.22,0,100,40.71,88.96,24.09,0
2880,12213,-26.25,-21.06,-17.57,-40.11,0,64.78,36.52,44.16,100,81.34,46.48,0,100,46.53,83.48,0,86.01,24.08,100
2881,15671,23.09,84.99,-5.84,-9.86,100,74.89,59.47,0,44.05,53.4,26.74,100,0,32.56,66.61,13.33,100,0,26.67
2882,17317,-28.06,-45.34,1.38,-40.23,0,42.21,100,85.61,65.46,21.77,0,21.04,71.87,100,35.69,0,59.54,0.05,100
2883,16176,30.92,55.97,-5.64,42.44,91.88,64.94,100,89.61,0,7.43,8.18,23.9,0,100,0,8.64,25.77,100,22.91
2884,21412,56.82,62.02,24.93,83.51,100,79.75,86.22,93.14,0,72.51,100,99.88,94.47,0,38.33,84.9,100,86.3,0
2885,15422,48.6,78.28,33.95,33.57,100,18.31,60.65,22.74,0,0,82.13,33.71,40.25,100,0,13.78,6.96,100,20.74
2886,16761,55.9,59.6,39.67,68.44,83.22,47.06,100,21.18,0,4.4,97.73,30.68,100,0,0,13.66,76.14,100,20.48
2887,32239,24.51,54.28,0.77,18.49,86.36,0,18.18,100,16.11,41.18,35.29,0,100,69.35,8.7,0,100,65.22,82.65
2888,536,53.52,99.19,31.43,29.93,100,57.51,23,0,0,18.98,0,80,90,100,0,0.18,20.15,100,40.11
2889,17623,-44,-40.11,-21.51,-70.38,0,45.43,49.38,100,96.05,78.01,100,0,36.98,95.86,88.81,25.9,0,40.78,100
2890,388,22.48,96.6,-22.09,-7.06,100,36.47,23.76,0,25.74,100,100,83.26,0,50.87,0,0,98.72,0,100
2891,1354,20.97,54.23,28.62,-19.92,88.89,0,100,44.44,35.8,0,100,25.93,0,19.01,16.59,66.36,33.18,0,100
2892,5163,8.53,-48.34,16.83,57.08,0,57.41,100,89.41,59.76,58.09,100,61.58,46.61,0,3.92,100,87.99,0,8.01
2893,19116,-9.68,-41.48,-18.04,30.48,0,33.01,47.83,84.54,100,100,51.33,80.13,60.09,0,43.94,0,84,100,8
2894,170,,,,
2895,284,32.81,81.65,-14.15,30.94,100,66.67,66.67,0,47.62,32.68,54.47,10.89,0,100,0,100,0,0,0
2896,20189,8.61,-9.4,-1.33,36.56,5.93,0,52.22,61.72,100,46.02,38.05,0,100,62.97,0,65.22,100,0,43.61
2897,256,0.14,-4.6,29.57,-24.55,0,5.02,52.51,5.02,100,0,100,4.88,36.59,4.88,98.08,100,0,50,50
2898,20450,-24.38,-39.74,-40.83,7.44,0,55.33,57.33,100,59.33,100,0,23.9,46.54,6.92,100,46.67,68.89,82.22,0
2899,157,,,,
2900,16769,16.02,93.22,-39.37,-5.79,100,48.94,36.17,0,39.4,100,63.76,43.05,17.16,0,100,57.13,42.84,57.13,0
2901,3197,49.19,87.22,23.38,36.96,100,75.99,0,24.05,28.86,0,100,14.56,21.24,81.34,0,100,75.34,28.84,78.92
2902,2738,55,70.93,55.78,38.28,100,0,66.67,34.15,63.37,0,58.45,35.07,100,88.29,12.48,100,100,0,43.84
2903,18222,51.05,55.48,18.97,78.7,94.5,39.25,77.19,100,0,3.17,28.79,0,61.98,100,0,57.94,100,75.37,76.82
2904,516,1.91,83.73,-11.43,-66.58,100,46.59,9.32,46.59,0,47.72,0,87.5,12.5,100,79.23,40,0,40,100
2905,1036,-0.69,-2.61,-18.35,18.89,0,1.49,16.65,24.23,100,100,70.66,40.38,75.71,0,0,100,0.79,100,100
2906,439,0.14,45.29,-40.26,-4.6,75,100,0,62.5,2.59,100,62.5,0,50,63.94,25,0,100,25,76.15
2907,29943,7,45.95,-31.75,6.81,63.77,100,0,45.11,54.54,100,71.19,33.61,41.34,0,37.71,75.42,0,100,69.83
2908,25002,-10.05,-31.93,69.4,-67.61,0,100,56.9,81.74,56.26,0,78.8,61.55,83.85,100,100,16.66,0,25.01,66.68
2909,14613,-2.7,82.6,-58.26,-32.45,100,0,33.33,0,0,100,0,0,0,0,0,37.48,0,12.51,100
2910,206,,,,
2911,17214,18.27,11.7,-16.02,59.14,43.11,57.53,95.99,100,0,95.1,76.89,100,7.58,0,0,18.29,59.76,100,67.12
2912,2414,-41.24,-36.72,-53.65,-33.34,0,40,52,100,53.01,100,21.62,24.32,0,22.08,70.92,0,85.11,56.74,100
2913,15589,46.4,60.98,10.62,67.61,86.88,100,87.7,68.84,0,83.28,72.45,97.38,100,0,49.24,94.03,80.59,100,0
2914,1000,3.14,56.27,-4.77,-42.08,88.24,100,23.53,70.59,0,69.57,100,73.91,0,13.04,0,14.29,14.29,14.29,100
2915,19348,43.61,49.58,15.29,65.96,82.16,63.65,75.68,100,0,66.38,100,56.22,83.68,0,0,100,58.7,45.73,30.51
2916,1715,25.54,70.49,26.16,-20.02,100,88.89,85.71,0,61.9,25.93,81.48,100,0,25.93,33.33,88.89,33.33,0,100
2917,26065,27.06,62.4,20.22,-1.43,90,59.41,100,0,8.82,52.19,100,46.49,69.74,0,80.95,100,0,95.24,47.62
2918,2911,-9.15,-21.69,29.21,-34.98,15.16,80,100,80,0,58.38,84,100,68,0,17.92,0,54.55,0,100
2919,17873,40.91,61.94,39.79,21,84.03,79.6,100,55.02,0,9.6,100,65.63,7.47,0,0,88.09,76.35,23.63,100
2920,267,6.68,53.31,3.7,-36.97,79.01,13.58,0,100,33.33,66.17,100,34.47,57.45,0,100,0,69.18,1.26,35.22
2921,19196,38.01,64.69,51.12,-1.79,87.4,14.29,0,100,99.38,0,78.38,100,18.8,17.84,61.17,75.51,100,0,59.18
2922,726,35.31,64.5,1.99,39.44,100,92.97,96.84,81.35,0,84.04,65.38,69.23,100,0,44.14,22.22,66.67,100,0
2923,2597,11.85,67.73,24.29,-56.46,62.37,0,12.04,58.34,100,38.59,53.2,46.34,100,0,100,39.91,0,10.03,30.1
2924,495,-11.49,54.19,-30.31,-58.36,77.78,88.89,100,0,11.11,80,70,40,0,100,33.33,33.33,0,33.33,100
2925,2248,-5.93,-3.57,-24.52,10.3,10.26,10.26,100,0,3.6,69.59,55.33,55.33,0,100,19.6,99.42,99.42,0,100
2926,227,,,,
2927,3314,10.53,42.72,16.86,-28,62.5,100,81.25,0,57.78,3.21,41.69,70.56,0,100,71.28,78.41,78.41,0,100
2928,1300,10.38,93.63,5.21,-67.69,100,75,41.67,25,0,40,0,33.33,100,13.33,100,0,0,20,60
2929,789,50.07,79.83,50.87,19.5,100,75,58.33,0,68.52,0,38.89,38.89,100,28.52,50,0,50,100,0.21
2930,2025,16.2,56.67,-9.08,1,77.55,100,97.96,34.69,0,80.65,100,70.97,14.52,0,75,100,75,0,33.33
2931,3849,43.35,24.95,58.33,46.78,42.11,2.63,100,0,50.63,0,100,96,42,60.29,0,53.65,61.31,76.64,100
2932,17351,-0.52,12.7,-25.68,11.43,14.82,48.48,0,16.67,100,100,35.62,82.38,32.65,0,72.85,0,100,79.17,8.33
2933,25317,-1.68,37.67,-11.2,-31.51,68.19,100,76.32,86.7,0,100,82.34,94.63,47.09,0,100,0,8.77,69.65,17.47
2934,246,,,,
2935,14647,0.09,16.93,1.64,-18.31,36.53,0,100,89.3,72.37,34.81,0,100,15.52,45.83,13.03,0,78.27,15.25,100
2936,15562,17.41,64.63,-6.14,-6.25,89.55,100,94.28,59.15,0,100,86.92,88.73,68.32,0,100,56.52,66.33,33.71,0
2937,16342,-0.14,72.33,-27.61,-45.13,100,15.08,66.26,0,46.72,81.81,100,0,8.56,23.01,100,73.33,0,2.86,28.58
2938,20395,11.28,52.39,-8.59,-9.94,90.63,0,100,23.44,92.19,66.67,12.12,24.24,100,0,100,68.75,45.83,33.33,0
2939,31512,6.74,-5.35,7.72,17.84,0,3.32,65.15,3.74,100,56.58,96.21,1.8,100,0,4.93,100,20.02,0,45.04
2940,803,30.42,87.21,26.96,-22.92,100,82.68,65.37,34.85,0,0,30.29,60.58,23.81,100,100,100,0,1.88,1.88
2941,22174,60.78,78.79,57.16,46.39,100,82.45,85.38,13,0,0,30.95,46.03,100,39.07,0,55.77,100,42.31,75.08
2942,1663,16.88,52.23,-11.16,9.57,67.28,100,71.64,48.13,0,78.42,56.83,100,5.9,0,88.88,100,55.53,22.3,0
2943,18226,38.36,50.54,-2.82,67.38,86.69,75.81,0,100,33.87,58.53,100,52.38,0,14.29,0,100,72.74,57.59,54.56
2944,1006,17.66,78.82,18.29,-44.13,100,44.44,0,69.83,50.79,27.68,100,0,84,56,28.36,42.86,0,42.86,100
2945,5624,10.01,60.54,-3.74,-26.76,94.08,55.6,100,76.32,0,92.83,56.95,74.89,100,0,100,100,6.67,0,13.65
2946,39736,23.24,39,18.93,11.79,55.55,72.86,0,87.14,100,36.13,0,100,84.48,36.21,0,11.39,38.65,93.18,100
2947,19456,37.97,73.25,17.91,22.74,100,79.67,0,65.11,46.26,6.84,0,100,6.96,25.22,11.7,0,100,23.53,29.41
2948,1435,26.08,90.25,22.24,-34.24,100,61.9,57.14,33.33,0,11.54,100,0,73.08,96.15,90.91,100,0,36.36,72.73
2949,17686,-16.61,29.77,-27.96,-51.65,63.25,100,0,89.09,12.73,100,65.05,85.27,0,65.93,45.76,0,47.92,33.33,100
2950,192,,,,
2951,25702,8.04,10.21,-2.24,16.16,23.68,79.77,53.66,0,100,69.58,54.9,21.1,100,0,34.98,0,47.53,100,37.53
2952,15670,70.15,77.92,74.07,58.45,100,0,47.19,40.45,57.3,0,48.01,100,63,51.99,0,19.4,68.66,100,80.6
2953,308,5.72,-2.68,35.95,-16.1,0,0,18.65,24.16,100,49.59,100,83.2,68.32,0,100,0,100,0,0
2954,16309,25.61,65.04,-4.48,16.27,100,74.84,95.43,81.7,0,84.26,100,72.81,38.46,0,100,100,95,24.95,0
2955,19625,66.43,69.06,56.09,74.14,100,0,53.06,83.67,52.04,0,100,87.91,33.66,38.56,0,100,65.33,61.33,32
2956,966,43.99,46.21,17.64,68.11,52.39,0,9.09,100,100,36.82,100,81.25,0,43.75,0,33.39,50.04,100,0.09
2957,491,46.65,24.1,32.42,83.42,56.65,91.67,41.67,100,0,0,63.11,100,1.61,63.11,0,40,100,60,20
2958,29332,28.89,96.9,-39.24,29,100,33.31,24.34,0,0.73,100,47,30.48,37.1,0,0,55.95,0.07,100,52.03
2959,315,17.88,88.28,0.79,-35.42,100,40,40,40,0,14.29,0,28.57,42.86,100,33.33,0,66.67,0,100
